"","ICD.9.CM.CODE","CCS.CATEGORY","CCS.CATEGORY.DESCRIPTION","ICD.9.CM.CODE.DESCRIPTION","ICD9.CODE.FRMT"
"2119","645  ","118","OR male gen      ","""SEX TRANSFORMAT OP NEC""","64.5"
"2120","6492 ","118","OR male gen      ","""INCISION OF PENIS""","64.92"
"2121","6493 ","118","OR male gen      ","""DIVISION OF PENILE ADHES""","64.93"
"2122","6495 ","118","OR male gen      ","""INS NONINFL PENIS PROSTH""","64.95"
"2123","6496 ","118","OR male gen      ","""REMOVE INT PENILE PROSTH""","64.96"
"2124","6497 ","118","OR male gen      ","""INS INFLATE PENIS PROSTH (Begin 1986)""","64.97"
"2125","6498 ","118","OR male gen      ","""PENILE OPERATION NEC""","64.98"
"2126","6499 ","118","OR male gen      ","""MALE GENITAL OP NEC""","64.99"
"2127","653  ","119","Oophorectomy     ","""UNILATERAL OOPHORECTOMY (End 1996)""","65.3"
"2128","6531 ","119","Oophorectomy     ","""LAPARSC OOPHECTOMY UNI (Begin 1996)""","65.31"
"2129","6539 ","119","Oophorectomy     ","""OTH LAPARSC OOPHECT UNI (Begin 1996)""","65.39"
"2130","654  ","119","Oophorectomy     ","""UNILAT SALPINGO-OOPHOREC (End 1996)""","65.4"
"2131","6541 ","119","Oophorectomy     ","""LAPAR SALP OOPH UNI (Begin 1996)""","65.41"
"2132","6549 ","119","Oophorectomy     ","""OTH SALP OOPH UNI (Begin 1996)""","65.49"
"2133","6551 ","119","Oophorectomy     ","""REMOVE BOTH OVARIES""","65.51"
"2134","6552 ","119","Oophorectomy     ","""REMOVE SOLITARY OVARY""","65.52"
"2135","6553 ","119","Oophorectomy     ","""LAPAR BIL OOPH (Begin 1996)""","65.53"
"2136","6554 ","119","Oophorectomy     ","""LAPAR REMOV REMAIN OV (Begin 1996)""","65.54"
"2137","6561 ","119","Oophorectomy     ","""REMOVE BOTH TUBES & OVAR""","65.61"
"2138","6562 ","119","Oophorectomy     ","""REMOVE SOLITARY TUBE/OVA""","65.62"
"2139","6563 ","119","Oophorectomy     ","""LAPAR REMOV SALP OV BIL (Begin 1996)""","65.63"
"2140","6564 ","119","Oophorectomy     ","""LAPAR REMV SALP OV REM (Begin 1996)""","65.64"
"2141","650  ","120","Ot prc ovary     ","""OOPHOROTOMY (End 1996)""","65.0"
"2142","6501 ","120","Ot prc ovary     ","""LAPAROSC OOPHOROTOMY (Begin 1996)""","65.01"
"2143","6509 ","120","Ot prc ovary     ","""OTHER OOPHOROTOMY (Begin 1996)""","65.09"
"2144","6521 ","120","Ot prc ovary     ","""OVARIAN CYST MARSUPIALIZ""","65.21"
"2145","6522 ","120","Ot prc ovary     ","""OVARIAN WEDGE RESECTION""","65.22"
"2146","6523 ","120","Ot prc ovary     ","""LAPAR MARSUP OVARY (Begin 1996)""","65.23"
"2147","6524 ","120","Ot prc ovary     ","""LAPAR WEDGE RESCT OV (Begin 1996)""","65.24"
"2148","6525 ","120","Ot prc ovary     ","""OTH LAPAR EXCIS OV (Begin 1996)""","65.25"
"2149","6529 ","120","Ot prc ovary     ","""LOCAL DESTR OVA LES NEC""","65.29"
"2150","6571 ","120","Ot prc ovary     ","""SIMPLE SUTURE OF OVARY""","65.71"
"2151","6572 ","120","Ot prc ovary     ","""OVARIAN REIMPLANTATION""","65.72"
"2152","6573 ","120","Ot prc ovary     ","""SALPINGO-OOPHOROPLASTY""","65.73"
"2153","6574 ","120","Ot prc ovary     ","""LAPAR SUTURE OV (Begin 1996)""","65.74"
"2154","6575 ","120","Ot prc ovary     ","""LAPAR REIMPLANT OV (Begin 1996)""","65.75"
"2155","6576 ","120","Ot prc ovary     ","""LAPAR SALP-OOPHPLASTY (Begin 1996)""","65.76"
"2156","6579 ","120","Ot prc ovary     ","""REPAIR OF OVARY NEC""","65.79"
"2157","658  ","120","Ot prc ovary     ","""TUBO-OVARIAN ADHESIOLYS (End 1996)""","65.8"
"2158","6581 ","120","Ot prc ovary     ","""LAPAR LYSIS ADHES OV (Begin 1996)""","65.81"
"2159","6589 ","120","Ot prc ovary     ","""OTH LYSIS ADHES OV (Begin 1996)""","65.89"
"2160","6591 ","120","Ot prc ovary     ","""ASPIRATION OF OVARY""","65.91"
"2161","6592 ","120","Ot prc ovary     ","""TRANSPLANTATION OF OVARY""","65.92"
"2162","6593 ","120","Ot prc ovary     ","""MANUAL RUPT OVARIAN CYST""","65.93"
"2163","6594 ","120","Ot prc ovary     ","""OVARIAN DENERVATION""","65.94"
"2164","6595 ","120","Ot prc ovary     ","""OVARIAN TORSION RELEASE""","65.95"
"2165","6599 ","120","Ot prc ovary     ","""OVARIAN OPERATION NEC""","65.99"
"2166","6621 ","121","Ligat fallop     ","""BILAT ENDOSC CRUSH TUBE""","66.21"
"2167","6622 ","121","Ligat fallop     ","""BILAT ENDOSC DIVIS TUBE""","66.22"
"2168","6629 ","121","Ligat fallop     ","""BILAT ENDOS OCC TUBE NEC""","66.29"
"2169","6631 ","121","Ligat fallop     ","""BILAT TUBAL CRUSHING NEC""","66.31"
"2170","6632 ","121","Ligat fallop     ","""BILAT TUBAL DIVISION NEC""","66.32"
"2171","6639 ","121","Ligat fallop     ","""BILAT TUBAL DESTRUCT NEC""","66.39"
"2172","6662 ","122","Rem ectp prg     ","""REMOV TUBE & ECTOP PREG""","66.62"
"2173","6911 ","122","Rem ectp prg     ","""REMOVE INTRALIG ECT PREG (End 1992)""","69.11"
"2174","743  ","122","Rem ectp prg     ","""REMOV INTRAPERIT FETUS (Begin 1992)""","74.3"
"2175","664  ","123","Ot prs fallo     ","""TOTAL UNILAT SALPINGECT""","66.4"
"2176","6651 ","123","Ot prs fallo     ","""REMOVE BOTH FALLOP TUBES""","66.51"
"2177","6652 ","123","Ot prs fallo     ","""REMOVE SOLITARY FAL TUBE""","66.52"
"2178","6661 ","123","Ot prs fallo     ","""DESTROY FALLOP TUBE LES""","66.61"
"2179","6663 ","123","Ot prs fallo     ","""BILAT PART SALPINGEC NOS""","66.63"
"2180","6669 ","123","Ot prs fallo     ","""PARTIAL SALPINGECTOM NEC""","66.69"
"2181","6671 ","123","Ot prs fallo     ","""SIMPL SUTURE FALLOP TUBE""","66.71"
"2182","6672 ","123","Ot prs fallo     ","""SALPINGO-OOPHOROSTOMY""","66.72"
"2183","6673 ","123","Ot prs fallo     ","""SALPINGO-SALPINGOSTOMY""","66.73"
"2184","6674 ","123","Ot prs fallo     ","""SALPINGO-UTEROSTOMY""","66.74"
"2185","6679 ","123","Ot prs fallo     ","""FALLOP TUBE REPAIR NEC""","66.79"
"2186","668  ","123","Ot prs fallo     ","""FALLOPIAN TUBE INSUFFLAT""","66.8"
"2187","6691 ","123","Ot prs fallo     ","""FALLOPIAN TUBE ASPIRAT""","66.91"
"2188","6692 ","123","Ot prs fallo     ","""UNILAT FALLOP TUBE DESTR""","66.92"
"2189","6693 ","123","Ot prs fallo     ","""IMPL FALLOP TUBE PROSTH""","66.93"
"2190","6694 ","123","Ot prs fallo     ","""REMOV FALLOP TUBE PROSTH""","66.94"
"2191","6695 ","123","Ot prs fallo     ","""BLOW THERAPEUT INTO TUBE""","66.95"
"2192","6696 ","123","Ot prs fallo     ","""FALLOPIAN TUBE DILATION""","66.96"
"2193","6697 ","123","Ot prs fallo     ","""BURY FIMBRIAE IN UTERUS""","66.97"
"2194","6699 ","123","Ot prs fallo     ","""FALLOPIAN TUBE OP NEC""","66.99"
"2195","683  ","124","Hysterectomy     ","""SUBTOT ABD HYSTERECTOMY (End 2003)""","68.3"
"2196","6831 ","124","Hysterectomy     ","""LAPAROSCOPIC SUPRACERVICAL HYSTERECTOMY (LSH) (Begin 2003)""","68.31"
"2197","6839 ","124","Hysterectomy     ","""OTHER SUBTOTAL ABDOMINAL HYSTERECTOMY; NOS (Begin 2003)""","68.39"
"2198","684  ","124","Hysterectomy     ","""TOTAL ABD HYSTERECTOMY""","68.4"
"2199","6841 ","124","Hysterectomy     ","""LAP TOTAL ABDOMINAL HYST (Begin 2006)""","68.41"
"2200","6849 ","124","Hysterectomy     ","""TOTAL ABD HYST NEC/NOS (Begin 2006)""","68.49"
"2201","685  ","124","Hysterectomy     ","""VAGINAL HYSTERECTOMY (End 1996)""","68.5"
"2202","6851 ","124","Hysterectomy     ","""LAPAR ASSIST VAG HYS (Begin 1996)""","68.51"
"2203","6859 ","124","Hysterectomy     ","""OTH VAG HYS (Begin 1996)""","68.59"
"2204","686  ","124","Hysterectomy     ","""RADICAL ABD HYSTERECTOMY""","68.6"
"2205","6861 ","124","Hysterectomy     ","""LAP RADICAL ABDOMNL HYST (Begin 2006)""","68.61"
"2206","6869 ","124","Hysterectomy     ","""RADICAL ABD HYST NEC/NOS (Begin 2006)""","68.69"
"2207","687  ","124","Hysterectomy     ","""RADICAL VAG HYSTERECTOMY""","68.7"
"2208","6871 ","124","Hysterectomy     ","""LAP RADICAL VAGINAL HYST (Begin 2006)""","68.71"
"2209","6879 ","124","Hysterectomy     ","""RADICAL VAG HYST NEC/NOS (Begin 2006)""","68.79"
"2210","689  ","124","Hysterectomy     ","""OTHER UNSPEC HYSTERECTOMY (Begin 1992)""","68.9"
"2211","672  ","125","Ot excis ut      ","""CONIZATION OF CERVIX""","67.2"
"2212","6731 ","125","Ot excis ut      ","""CERVICAL CYST MARSUPIAL""","67.31"
"2213","6732 ","125","Ot excis ut      ","""CERVICAL LES CAUTERIZAT""","67.32"
"2214","6733 ","125","Ot excis ut      ","""CERVICAL LES CRYOTHERAPY""","67.33"
"2215","6739 ","125","Ot excis ut      ","""CERVICAL LES DESTRUC NEC""","67.39"
"2216","674  ","125","Ot excis ut      ","""AMPUTATION OF CERVIX""","67.4"
"2217","6821 ","125","Ot excis ut      ","""ENDOMET SYNECHIAE DIVIS""","68.21"
"2218","6822 ","125","Ot excis ut      ","""INCISION UTERINE SEPTUM""","68.22"
"2219","6823 ","125","Ot excis ut      ","""ENDOMETRIAL ABLATION (Begin 1996)""","68.23"
"2220","6829 ","125","Ot excis ut      ","""UTERINE LES DESTRUCT NEC""","68.29"
"2221","6919 ","125","Ot excis ut      ","""DESTRUC UTER SUPPORT NEC""","69.19"
"2222","6901 ","126","Abortion         ","""D & C FOR PREG TERMINAT""","69.01"
"2223","6951 ","126","Abortion         ","""ASPIRAT CURET-PREG TERMI""","69.51"
"2224","7491 ","126","Abortion         ","""HYSTEROTOMY TO TERMIN PG""","74.91"
"2225","750  ","126","Abortion         ","""INTRA-AMNION INJ FOR AB""","75.0"
"2226","6902 ","127","Rx D&C           ","""D & C POST DELIVERY""","69.02"
"2227","6952 ","127","Rx D&C           ","""ASPIRAT CURET-POST DELIV""","69.52"
"2228","6909 ","128","Dx D&C           ","""D & C NEC""","69.09"
"2229","7050 ","129","Rep cystocel     ","""CYSTOCEL/RECTOCEL REPAIR""","70.50"
"2230","7051 ","129","Rep cystocel     ","""CYSTOCELE REPAIR""","70.51"
"2231","7052 ","129","Rep cystocel     ","""RECTOCELE REPAIR""","70.52"
"2232","7053 ","129","Rep cystocel     ","""CYSTO & RECTO W GRF/PROS (Begin 2007)""","70.53"
"2233","7054 ","129","Rep cystocel     ","""REP CYSTOCEL W GRFT/PROS (Begin 2007)""","70.54"
"2234","7055 ","129","Rep cystocel     ","""REP RECTOCELE W GRF/PROS (Begin 2007)""","70.55"
"2235","708  ","129","Rep cystocel     ","""VAGINAL VAULT OBLITERAT""","70.8"
"2236","6511 ","130","Ot Dx female     ","""OVARIAN ASPIRAT BIOPSY""","65.11"
"2237","6512 ","130","Ot Dx female     ","""OVARIAN BIOPSY NEC""","65.12"
"2238","6513 ","130","Ot Dx female     ","""LAPAR BX OVARY (Begin 1996)""","65.13"
"2239","6514 ","130","Ot Dx female     ","""OTH LAPAR DX PROCS (Begin 1996)""","65.14"
"2240","6519 ","130","Ot Dx female     ","""OVARIAN DX PROCEDURE NEC""","65.19"
"2241","6611 ","130","Ot Dx female     ","""FALLOPIAN TUBE BIOPSY""","66.11"
"2242","6619 ","130","Ot Dx female     ","""FALLOP TUBE DX PROC NEC""","66.19"
"2243","6711 ","130","Ot Dx female     ","""ENDOCERVICAL BIOPSY""","67.11"
"2244","6712 ","130","Ot Dx female     ","""CERVICAL BIOPSY NEC""","67.12"
"2245","6719 ","130","Ot Dx female     ","""CERVICAL DX PROCEDUR NEC""","67.19"
"2246","6811 ","130","Ot Dx female     ","""DIGITAL EXAM OF UTERUS""","68.11"
"2247","6812 ","130","Ot Dx female     ","""HYSTEROSCOPY""","68.12"
"2248","6813 ","130","Ot Dx female     ","""OPEN UTERINE BIOPSY""","68.13"
"2249","6814 ","130","Ot Dx female     ","""OPEN UTERINE LIGAMENT BX""","68.14"
"2250","6815 ","130","Ot Dx female     ","""CLOS UTERINE LIGAMENT BX (Begin 1987)""","68.15"
"2251","6816 ","130","Ot Dx female     ","""CLOSED UTERINE BIOPSY (Begin 1987)""","68.16"
"2252","6819 ","130","Ot Dx female     ","""UTERUS/ADNEX DX PROC NEC""","68.19"
"2253","7021 ","130","Ot Dx female     ","""VAGINOSCOPY""","70.21"
"2254","7022 ","130","Ot Dx female     ","""CULDOSCOPY""","70.22"
"2255","7023 ","130","Ot Dx female     ","""CUL-DE-SAC BIOPSY""","70.23"
"2256","7024 ","130","Ot Dx female     ","""VAGINAL BIOPSY""","70.24"
"2257","7029 ","130","Ot Dx female     ","""VAGIN/CUL-DE-SAC DX NEC""","70.29"
"2258","7111 ","130","Ot Dx female     ","""VULVAR BIOPSY""","71.11"
"2259","7119 ","130","Ot Dx female     ","""VULVAR DIAGNOS PROC NEC""","71.19"
"2260","670  ","131","nOR female       ","""CERVICAL CANAL DILATION""","67.0"
"2261","6959 ","131","nOR female       ","""ASPIR CURETT UTERUS NEC""","69.59"
"2262","696  ","131","nOR female       ","""MENSTRUAL EXTRACTION""","69.6"
"2263","697  ","131","nOR female       ","""INSERTION OF IUD""","69.7"
"2264","6991 ","131","nOR female       ","""INSERT UTERINE DEVICE""","69.91"
"2265","6992 ","131","nOR female       ","""ARTIFICIAL INSEMINATION""","69.92"
"2266","6993 ","131","nOR female       ","""INSERTION OF LAMINARIA""","69.93"
"2267","6994 ","131","nOR female       ","""MAN REPLACE INVERT UTER""","69.94"
"2268","6996 ","131","nOR female       ","""REMOVE CERVICAL CERCLAGE""","69.96"
"2269","700  ","131","nOR female       ","""CULDOCENTESIS""","70.0"
"2270","7011 ","131","nOR female       ","""HYMENOTOMY""","70.11"
"2271","7121 ","131","nOR female       ","""PERCUTAN BARTHOLIN ASPIR""","71.21"
"2272","9614 ","131","nOR female       ","""VAGINAL PACKING""","96.14"
"2273","9615 ","131","nOR female       ","""VAGINAL MOLD INSERTION""","96.15"
"2274","9616 ","131","nOR female       ","""OT VAGINAL DILATION""","96.16"
"2275","9617 ","131","nOR female       ","""VAG DIAPHRAGM INSERTION""","96.17"
"2276","9618 ","131","nOR female       ","""OTH VAGIN PESSARY INSERT""","96.18"
"2277","9644 ","131","nOR female       ","""VAGINAL DOUCHE""","96.44"
"2278","9724 ","131","nOR female       ","""REPLACE VAG DIAPHRAGM""","97.24"
"2279","9725 ","131","nOR female       ","""REPLACE VAGINAL PESSARY""","97.25"
"2280","9726 ","131","nOR female       ","""REPLACE VAG/VULV PACKING""","97.26"
"2281","9771 ","131","nOR female       ","""REMOVAL IUD""","97.71"
"2282","9772 ","131","nOR female       ","""REMOV INTRAUTERINE PACK""","97.72"
"2283","9773 ","131","nOR female       ","""REMOV VAGINAL DIAPHRAGM""","97.73"
"2284","9774 ","131","nOR female       ","""REMOVAL OTH VAG PESSARY""","97.74"
"2285","9775 ","131","nOR female       ","""REMOV VAG/VULV PACKING""","97.75"
"2286","660  ","132","OR female        ","""SALPINGOTOMY (Begin 1980 End 1992)""","66.0"
"2287","6601 ","132","OR female        ","""SALPINGOTOMY (Begin 1992)""","66.01"
"2288","6602 ","132","OR female        ","""SALPINGOSTOMY (Begin 1992)""","66.02"
"2289","675  ","132","OR female        ","""INT CERVICAL OS REPAIR (End 2001)""","67.5"
"2290","6761 ","132","OR female        ","""SUTURE CERVICAL LACERAT""","67.61"
"2291","6762 ","132","OR female        ","""CERVICAL FISTULA REPAIR""","67.62"
"2292","6769 ","132","OR female        ","""CERVICAL REPAIR NEC""","67.69"
"2293","680  ","132","OR female        ","""HYSTEROTOMY""","68.0"
"2294","688  ","132","OR female        ","""PELVIC EVISCERATION""","68.8"
"2295","6921 ","132","OR female        ","""INTERPOSIT OP UTERIN LIG""","69.21"
"2296","6922 ","132","OR female        ","""UTERINE SUSPENSION NEC""","69.22"
"2297","6923 ","132","OR female        ","""VAG REPAIR INVERS UTERUS""","69.23"
"2298","6929 ","132","OR female        ","""UTERUS/ADNEXA REPAIR NEC""","69.29"
"2299","693  ","132","OR female        ","""PARACERV UTERINE DENERV""","69.3"
"2300","6941 ","132","OR female        ","""SUTURE UTERINE LACERAT""","69.41"
"2301","6942 ","132","OR female        ","""CLOSURE UTERINE FISTULA""","69.42"
"2302","6949 ","132","OR female        ","""UTERINE REPAIR NEC""","69.49"
"2303","6995 ","132","OR female        ","""INCISION OF CERVIX""","69.95"
"2304","6997 ","132","OR female        ","""REMOVE PENETRAT CERV FB""","69.97"
"2305","6998 ","132","OR female        ","""UTERINE SUPPORT OP NEC""","69.98"
"2306","6999 ","132","OR female        ","""UTERINE OPERATION NEC""","69.99"
"2307","7012 ","132","OR female        ","""CULDOTOMY""","70.12"
"2308","7013 ","132","OR female        ","""INTRALUM VAG ADHESIOLYS""","70.13"
"2309","7014 ","132","OR female        ","""VAGINOTOMY NEC""","70.14"
"2310","7031 ","132","OR female        ","""HYMENECTOMY""","70.31"
"2311","7032 ","132","OR female        ","""EXCIS CUL-DE-SAC LESION""","70.32"
"2312","7033 ","132","OR female        ","""EXCISION VAGINAL LESION""","70.33"
"2313","704  ","132","OR female        ","""VAGINAL OBLITERATION""","70.4"
"2314","7061 ","132","OR female        ","""VAGINAL CONSTRUCTION""","70.61"
"2315","7062 ","132","OR female        ","""VAGINAL RECONSTRUCTION""","70.62"
"2316","7063 ","132","OR female        ","""VAGINAL CONST W GRF/PROS (Begin 2007)""","70.63"
"2317","7064 ","132","OR female        ","""VAG RECONST W GRFT/PROS (Begin 2007)""","70.64"
"2318","7071 ","132","OR female        ","""SUTURE VAGINA LACERATION""","70.71"
"2319","7072 ","132","OR female        ","""REPAIR COLOVAGIN FISTULA""","70.72"
"2320","7073 ","132","OR female        ","""REPAIR RECTOVAG FISTULA""","70.73"
"2321","7074 ","132","OR female        ","""REP VAGINOENT FISTUL NEC""","70.74"
"2322","7075 ","132","OR female        ","""REPAIR VAG FISTULA NEC""","70.75"
"2323","7076 ","132","OR female        ","""HYMENORRHAPHY""","70.76"
"2324","7077 ","132","OR female        ","""VAGINAL SUSPENS & FIXAT""","70.77"
"2325","7078 ","132","OR female        ","""VAG SUSP/FIX W GRFT/PROS (Begin 2007)""","70.78"
"2326","7079 ","132","OR female        ","""VAGINAL REPAIR NEC""","70.79"
"2327","7091 ","132","OR female        ","""VAGINAL OPERATION NEC""","70.91"
"2328","7092 ","132","OR female        ","""CUL-DE-SAC OPERATION NEC""","70.92"
"2329","7093 ","132","OR female        ","""CUL-DE-SAC GRF/PROS NEC (Begin 2007)""","70.93"
"2330","7094 ","132","OR female        ","""INSERT BIOLOGICAL GRAFT (Begin 2007)""","70.94"
"2331","7095 ","132","OR female        ","""INSERT SYNTH GRAFT/PROST (Begin 2007)""","70.95"
"2332","7101 ","132","OR female        ","""VULVAR ADHESIOLYSIS""","71.01"
"2333","7109 ","132","OR female        ","""INCIS VULVA/PERINEUM NEC""","71.09"
"2334","7122 ","132","OR female        ","""INCISE BARTHOLINS GLAND""","71.22"
"2335","7123 ","132","OR female        ","""BARTHOLIN GLAND MARSUP""","71.23"
"2336","7124 ","132","OR female        ","""DESTRUC BARTHOLIN GLAND""","71.24"
"2337","7129 ","132","OR female        ","""BARTHOLINS GLAND OP NEC""","71.29"
"2338","713  ","132","OR female        ","""LOCAL VULVAR EXCIS NEC""","71.3"
"2339","714  ","132","OR female        ","""OPERATIONS ON CLITORIS""","71.4"
"2340","715  ","132","OR female        ","""RADICAL VULVECTOMY""","71.5"
"2341","7161 ","132","OR female        ","""UNILATERAL VULVECTOMY""","71.61"
"2342","7162 ","132","OR female        ","""BILATERAL VULVECTOMY""","71.62"
"2343","7171 ","132","OR female        ","""SUTURE VULVAR LACERATION""","71.71"
"2344","7172 ","132","OR female        ","""REPAIR VULVAR FISTULA""","71.72"
"2345","7179 ","132","OR female        ","""VULVAR/PERIN REPAIR NEC""","71.79"
"2346","718  ","132","OR female        ","""OT VULVAR OPERATIONS""","71.8"
"2347","719  ","132","OR female        ","""OT FEMALE GENITAL OPS""","71.9"
"2348","736  ","133","Episiotomy       ","""EPISIOTOMY""","73.6"
"2349","740  ","134","C-section        ","""CLASSICAL C-SECTION""","74.0"
"2350","741  ","134","C-section        ","""LOW CERVICAL C-SECTION""","74.1"
"2351","742  ","134","C-section        ","""EXTRAPERITONEAL C-SECT""","74.2"
"2352","744  ","134","C-section        ","""CESAREAN SECTION NEC""","74.4"
"2353","7499 ","134","C-section        ","""CESAREAN SECTION NOS""","74.99"
"2354","720  ","135","Forceps brch     ","""LOW FORCEPS OPERATION""","72.0"
"2355","721  ","135","Forceps brch     ","""LOW FORCEPS W EPISIOTOMY""","72.1"
"2356","7221 ","135","Forceps brch     ","""MID FORCEPS W EPISIOTOMY""","72.21"
"2357","7229 ","135","Forceps brch     ","""MID FORCEPS OP NEC""","72.29"
"2358","7231 ","135","Forceps brch     ","""HIGH FORCEPS W EPISIOT""","72.31"
"2359","7239 ","135","Forceps brch     ","""HIGH FORCEPS OP NEC""","72.39"
"2360","724  ","135","Forceps brch     ","""FORCEPS ROTAT FETAL HEAD""","72.4"
"2361","7251 ","135","Forceps brch     ","""PART BRCH EXTRAC W FORCP""","72.51"
"2362","7252 ","135","Forceps brch     ","""PART BREECH EXTRACT NEC""","72.52"
"2363","7253 ","135","Forceps brch     ","""TOT BRCH EXTRAC W FORCEP""","72.53"
"2364","7254 ","135","Forceps brch     ","""TOT BREECH EXTRAC NEC""","72.54"
"2365","726  ","135","Forceps brch     ","""FORCEPS-AFTERCOMING HEAD""","72.6"
"2366","7271 ","135","Forceps brch     ","""VACUUM EXT DEL W EPISIOT""","72.71"
"2367","7279 ","135","Forceps brch     ","""VACUUM EXTRACT DEL NEC""","72.79"
"2368","728  ","135","Forceps brch     ","""INSTRUMENT DELIVERY NEC""","72.8"
"2369","729  ","135","Forceps brch     ","""INSTRUMENT DELIVERY NOS""","72.9"
"2370","733  ","135","Forceps brch     ","""FAILED FORCEPS""","73.3"
"2371","7301 ","136","Art rup mem      ","""INDUCT LABOR-RUPT MEMB""","73.01"
"2372","7309 ","136","Art rup mem      ","""ARTIF RUPT MEMBRANES NEC""","73.09"
"2373","731  ","137","Ot asst del      ","""SURG INDUCT LABOR NEC""","73.1"
"2374","7321 ","137","Ot asst del      ","""INT/COMB VERSION NO EXTR""","73.21"
"2375","7322 ","137","Ot asst del      ","""INT/COMB VERSION W EXTR""","73.22"
"2376","734  ","137","Ot asst del      ","""MEDICAL INDUCTION LABOR""","73.4"
"2377","7351 ","137","Ot asst del      ","""MANUAL ROTAT FETAL HEAD""","73.51"
"2378","7359 ","137","Ot asst del      ","""MANUAL ASSIST DELIV NEC""","73.59"
