
"Drug Catalog","Generic Drug Name",
"miscellaneous GI agents","teduglutide",
"miscellaneous iodinated contrast media","ethiodized oil",
"miscellaneous metabolic agents","eliglustat",
"miscellaneous metabolic agents","metreleptin",
"miscellaneous metabolic agents","miglustat",
"miscellaneous metabolic agents","nitisinone",
"miscellaneous metabolic agents","sapropterin",
"miscellaneous ophthalmic agents","dapiprazole ophthalmic",
"miscellaneous ophthalmic agents","glucose ophthalmic",
"miscellaneous ophthalmic agents","mitoMYcin ophthalmic",
"miscellaneous ophthalmic agents","ocriplasmin ophthalmic",
"miscellaneous ophthalmic agents","sodium chloride, hypertonic, ophthalmic",
"miscellaneous ophthalmic agents","zinc sulfate ophthalmic",
"miscellaneous otic agents","antipyrine otic",
"miscellaneous otic agents","isopropyl alcohol otic",
"miscellaneous respiratory agents","alpha 1-proteinase inhibitor",
"miscellaneous respiratory agents","dornase alfa",
"miscellaneous respiratory agents","nitric oxide",
"miscellaneous respiratory agents","sodium chloride",
"miscellaneous topical agents","aldioxa-chloroxylenol topical",
"miscellaneous topical agents","alitretinoin topical",
"miscellaneous topical agents","allantoin/camphor/phenol topical",
"miscellaneous topical agents","allantoin topical",
"miscellaneous topical agents","aluminum chloride hexahydrate topical",
"miscellaneous topical agents","ammoniated mercury-salicylic acid topical",
"miscellaneous topical agents","arnica topical",
"miscellaneous topical agents","balsam Peru-castor oil topical",
"miscellaneous topical agents","balsam Peru topical",
"miscellaneous topical agents","becaplermin topical",
"miscellaneous topical agents","bentoquatam topical",
"miscellaneous topical agents","benzethonium chloride-lidocaine topical",
"miscellaneous topical agents","benzocaine-chloroxylenol topical",
"miscellaneous topical agents","benzoin topical",
"miscellaneous topical agents","bexarotene topical",
"miscellaneous topical agents","bimatoprost topical ophthalmic",
"miscellaneous topical agents","calamine topical",
"miscellaneous topical agents","calamine-zinc oxide topical",
"miscellaneous topical agents","calcium hydroxide topical",
"miscellaneous topical agents","capsaicin topical",
"miscellaneous topical agents","carboxymethylcellulose-sodium hyaluronate",
"miscellaneous topical agents","chlorcyclizine-hydrocortisone topical",
"miscellaneous topical agents","chlorophyllin copper complex topical",
"miscellaneous topical agents","coal tar/lactic acid/salicylic acid topical",
"miscellaneous topical agents","coal tar/salicylic acid/sulfur topical",
"miscellaneous topical agents","coal tar-salicylic acid topical",
"miscellaneous topical agents","coal tar topical",
"miscellaneous topical agents","collagen topical",
"miscellaneous topical agents","colloidal oatmeal topical",
"miscellaneous topical agents","corn starch topical",
"miscellaneous topical agents","dexpanthenol topical",
"miscellaneous topical agents","dextranomer topical",
"miscellaneous topical agents","dihydroxyacetone topical",
"miscellaneous topical agents","dimethyl sulfoxide topical",
"miscellaneous topical agents","diphenhydrAMINE-hydrocortisone topical",
"miscellaneous topical agents","eflornithine topical",
"miscellaneous topical agents","EPINEPHrine topical",
"miscellaneous topical agents","formaldehyde topical",
"miscellaneous topical agents","lactic acid topical",
"miscellaneous topical agents","masoprocol topical",
"miscellaneous topical agents","menthol-zinc oxide topical",
"miscellaneous topical agents","mequinol-tretinoin topical",
"miscellaneous topical agents","minoxidil topical",
"miscellaneous topical agents","phenol-zinc oxide topical",
"miscellaneous topical agents","pimecrolimus topical",
"miscellaneous topical agents","pyrithione zinc-salicylic acid topical",
"miscellaneous topical agents","pyrithione zinc topical",
"miscellaneous topical agents","salicylic acid-sulfur topical",
"miscellaneous topical agents","selenium sulfide topical",
"miscellaneous topical agents","sodium hyaluronate topical",
"miscellaneous topical agents","sodium hyaluronate-urea topical",
"miscellaneous topical agents","sulfur topical",
"miscellaneous topical agents","tacrolimus topical",
"miscellaneous topical agents","vitamin A topical",
"miscellaneous topical agents","vitamin E topical",
"miscellaneous topical agents","zinc oxide topical",
"miscellaneous uncategorized agents","aminohippurate",
"miscellaneous uncategorized agents","anagrelide",
"miscellaneous uncategorized agents","aprotinin",
"miscellaneous uncategorized agents","benzylpenicilloyl-polylysine",
"miscellaneous uncategorized agents","carglumic acid",
"miscellaneous uncategorized agents","chlorophyllin",
"miscellaneous uncategorized agents","chymopapain",
"miscellaneous uncategorized agents","cinacalcet",
"miscellaneous uncategorized agents","collagenase clostridium histolyticum",
"miscellaneous uncategorized agents","cysteamine",
"miscellaneous uncategorized agents","dexrazoxane",
"miscellaneous uncategorized agents","dextranomer-sodium hyaluronate",
"miscellaneous uncategorized agents","d-xylose",
"miscellaneous uncategorized agents","ethanol",
"miscellaneous uncategorized agents","hemin",
"miscellaneous uncategorized agents","histamine phosphate",
"miscellaneous uncategorized agents","hyaluronidase",
"miscellaneous uncategorized agents","isosorbide",
"miscellaneous uncategorized agents","ISOtretinoin",
"miscellaneous uncategorized agents","liver derivative complex",
"miscellaneous uncategorized agents","methacholine",
"miscellaneous uncategorized agents","palifermin",
"miscellaneous uncategorized agents","pectin",
"miscellaneous uncategorized agents","pentagastrin",
"miscellaneous uncategorized agents","pentastarch",
"miscellaneous uncategorized agents","pirfenidone",
"miscellaneous uncategorized agents","poly-L-lactic acid",
"miscellaneous uncategorized agents","protirelin",
"miscellaneous uncategorized agents","riluzole",
"miscellaneous uncategorized agents","simethicone coated cellulose",
"miscellaneous uncategorized agents","sincalide",
"miscellaneous uncategorized agents","sodium benzoate-sodium phenylacetate",
"miscellaneous uncategorized agents","sodium polystyrene sulfonate",
"miscellaneous uncategorized agents","sodium propionate",
"miscellaneous uncategorized agents","sterile talc",
"miscellaneous vaginal agents","amino acids-urea topical",
"miscellaneous vaginal agents","benzocaine-resorcinol topical",
"miscellaneous vaginal agents","conjugated estrogens topical",
"miscellaneous vaginal agents","copper",
"miscellaneous vaginal agents","dienestrol topical",
"miscellaneous vaginal agents","estradiol topical",
"mitotic inhibitors","cabazitaxel",
"mitotic inhibitors","DOCEtaxel",
"mitotic inhibitors","eribulin",
"mitotic inhibitors","estramustine",
"mitotic inhibitors","etoposide",
"mitotic inhibitors","etoposide phosphate",
"mitotic inhibitors","ixabepilone",
"mitotic inhibitors","PACLitaxel",
"mitotic inhibitors","PACLitaxel protein-bound",
"mitotic inhibitors","teniposide",
"mitotic inhibitors","vinBLAStine",
"mitotic inhibitors","vinCRIStine",
"mitotic inhibitors","vinCRIStine liposome",
"mitotic inhibitors","vinorelbine",
"monoamine oxidase inhibitors","isocarboxazid",
"monoamine oxidase inhibitors","phenelzine",
"monoamine oxidase inhibitors","selegiline",
"monoamine oxidase inhibitors","tranylcypromine",
"mouth and throat products","AlOH/diphenhyd/lidocaine/MgOH/simeth topical",
"mouth and throat products","amlexanox topical",
"mouth and throat products","benzalkonium chloride-benzocaine topical",
"mouth and throat products","benzocaine/butamben/tetracaine topical",
"mouth and throat products","benzocaine/cetylpyridinium/menthol topical",
"mouth and throat products","benzocaine/cetylpyridinium/ment/zinc topical",
"mouth and throat products","benzocaine-cetylpyridinium topical",
"mouth and throat products","benzocaine-dextromethorphan",
"mouth and throat products","benzocaine-menthol topical",
"mouth and throat products","benzocaine/phenol/povidone iodine topical",
"mouth and throat products","benzocaine/phenylephrine/PPA",
"mouth and throat products","benzocaine-zinc chloride topical",
"mouth and throat products","camphor-phenol topical",
"mouth and throat products","carbamide peroxide topical",
"mouth and throat products","cetylpyridinium topical",
"mouth and throat products","chlorhexidine topical",
"mouth and throat products","clotrimazole",
"mouth and throat products","diphenhydrAMINE/HC/nystatin/TCN topical",
"mouth and throat products","diphenhydrAMINE/HC/nystatin topical",
"mouth and throat products","diphenhydrAMINE/lidocaine/nystatin topical",
"mouth and throat products","dipotassium oxalate topical",
"mouth and throat products","doxycycline topical",
"mouth and throat products","dyclonine topical",
"mouth and throat products","EPINEPHrine topical",
"mouth and throat products","glycerin-phenol topical",
"mouth and throat products","hexylresorcinol topical",
"mouth and throat products","minocycline topical",
"mouth and throat products","nystatin",
"mouth and throat products","saliva substitutes",
"mouth and throat products","sulfonated phenolics-sulfuric acid topical",
"mTOR inhibitors","everolimus",
"mTOR inhibitors","temsirolimus",
"mucolytics","acetylcysteine",
"multikinase inhibitors","afatinib",
"multikinase inhibitors","axitinib",
"multikinase inhibitors","cabozantinib",
"multikinase inhibitors","ceritinib",
"multikinase inhibitors","crizotinib",
"multikinase inhibitors","dabrafenib",
"multikinase inhibitors","ibrutinib",
"multikinase inhibitors","idelalisib",
"multikinase inhibitors","lenvatinib",
"multikinase inhibitors","nintedanib",
"multikinase inhibitors","palbociclib",
"multikinase inhibitors","ponatinib",
"multikinase inhibitors","PONATinib",
"multikinase inhibitors","regorafenib",
"multikinase inhibitors","ruxolitinib",
"multikinase inhibitors","SORAfenib",
"multikinase inhibitors","SUNItinib",
"multikinase inhibitors","trametinib",
"multikinase inhibitors","vandetanib",
"multikinase inhibitors","vemurafenib",
"muscle relaxants","abobotulinumtoxinA",
"muscle relaxants","aspirin/caffeine/orphenadrine",
"muscle relaxants","aspirin-carisoprodol",
"muscle relaxants","aspirin/carisoprodol/codeine",
"muscle relaxants","aspirin-meprobamate",
"muscle relaxants","aspirin-methocarbamol",
"muscle relaxants","atracurium",
"muscle relaxants","baclofen",
"muscle relaxants","carisoprodol",
"muscle relaxants","chlorphenesin",
"muscle relaxants","chlorzoxazone",
"muscle relaxants","cisatracurium",
"muscle relaxants","cyclobenzaprine",
"muscle relaxants","dantrolene",
"muscle relaxants","doxacurium",
"muscle relaxants","incobotulinumtoxinA",
"muscle relaxants","metaxalone",
"muscle relaxants","methocarbamol",
"muscle relaxants","metocurine",
"muscle relaxants","mivacurium",
"muscle relaxants","onabotulinumtoxinA",
"muscle relaxants","orphenadrine",
"muscle relaxants","pancuronium",
"muscle relaxants","pipecuronium",
"muscle relaxants","rapacuronium",
"muscle relaxants","rimabotulinumtoxinB",
"muscle relaxants","rocuronium",
"muscle relaxants","succinylcholine",
"muscle relaxants","tiZANidine",
"muscle relaxants","tubocurarine",
"muscle relaxants","vecuronium",
"mydriatics","atropine ophthalmic",
"mydriatics","cyclopentolate ophthalmic",
"mydriatics","cyclopentolate-phenylephrine ophthalmic",
"mydriatics","homatropine ophthalmic",
"mydriatics","hydroxyamphetamine-tropicamide ophthalmic",
"mydriatics","phenylephrine ophthalmic",
"mydriatics","phenylephrine-scopolamine ophthalmic",
"mydriatics","scopolamine ophthalmic",
"mydriatics","tropicamide ophthalmic",
"narcotic analgesic combinations","acetaminophen/butalbital/caffeine/codeine",
"narcotic analgesic combinations","acetaminophen/caffeine/dihydrocodeine",
"narcotic analgesic combinations","acetaminophen-codeine",
"narcotic analgesic combinations","acetaminophen-HYDROcodone",
"narcotic analgesic combinations","acetaminophen-oxyCODONE",
"narcotic analgesic combinations","acetaminophen-pentazocine",
"narcotic analgesic combinations","acetaminophen-propoxyphene",
"narcotic analgesic combinations","acetaminophen-traMADol",
"narcotic analgesic combinations","APAP/butalbital/caffeine/codeine",
"narcotic analgesic combinations","ASA/caffeine/propoxyphene",
"narcotic analgesic combinations","aspirin/butalbital/caffeine/codeine",
"narcotic analgesic combinations","aspirin/caffeine/dihydrocodeine",
"narcotic analgesic combinations","aspirin-codeine",
"narcotic analgesic combinations","aspirin-HYDROcodone",
"narcotic analgesic combinations","aspirin-oxyCODONE",
"narcotic analgesic combinations","aspirin-pentazocine",
"narcotic analgesic combinations","belladonna-opium",
"narcotic analgesic combinations","bupivacaine-fentaNYL",
"narcotic analgesic combinations","bupivacaine-HYDROmorphone",
"narcotic analgesic combinations","buprenorphine-naloxone",
"narcotic analgesic combinations","droperidol-fentaNYL",
"narcotic analgesic combinations","fentaNYL-ropivacaine",
"narcotic analgesic combinations","HYDROcodone-ibuprofen",
"narcotic analgesic combinations","HYDROmorphone-ropivacaine",
"narcotic analgesic combinations","ibuprofen-oxyCODONE",
"narcotic analgesic combinations","meperidine-promethazine",
"narcotic analgesic combinations","morphine-naltrexone",
"narcotic analgesic combinations","naloxone-pentazocine",
"narcotic analgesic combinations","ropivacaine-SUFentanil",
"narcotic analgesics","alfentanil",
"narcotic analgesics","buprenorphine",
"narcotic analgesics","butorphanol",
"narcotic analgesics","codeine",
"narcotic analgesics","dezocine",
"narcotic analgesics","fentaNYL",
"narcotic analgesics","HYDROcodone",
"narcotic analgesics","HYDROmorphone",
"narcotic analgesics","levomethadyl acetate",
"narcotic analgesics","levorphanol",
"narcotic analgesics","meperidine",
"narcotic analgesics","methadone",
"narcotic analgesics","morphine",
"narcotic analgesics","morphine liposomal",
"narcotic analgesics","nalbuphine",
"narcotic analgesics","opium",
"narcotic analgesics","oxyCODONE",
